"1635049","当好东道主，助力旅发会，卫生大清洗","24672325","","1528646400","1528905600","1528732800","1528732800","0","","","0","","0","","5917","6016","6017","0","市委大院","117.29049078347","31.872905777484","wtemm4234s2bf3zkvg4t","2018年6月13日","志愿服务工具","其他","2018年6月13日上午管理局志愿者对市委大院进行卫生清扫活动","","102.0","0","2","24672325","","0","0","0","0","21","0","1529480719","0","11","0","51","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635050","社区劝导队","3473455","","1527782400","1546185600","1527782400","1530288000","0","","","0","","0","","2","916","1037","11821","北京市丰台区大瓦窑北路2号院","116.2567150175","39.873495618278","wx4dv6xxcy3dpyhec6yq","每月不定时的为辖区居民服务。","志愿服务工具","其他","<p><span style=""font-size:15.0pt""><span style=""font-family:仿宋"">&nbsp; &nbsp; 为维护好社区居民的生活环境，确保社区环境秩序工作治理的良好，由社区党委，居委会，服务站结合社区实际情况成立了社区劝导队，对本社区不文明行为开展劝导活动，取得了较好的成效。我社区对文明劝导活动进行了细致的部署，成立了由社区党委书记、社区居委会主任为社区劝导队队长。劝导队由社区干部、社区协管员、社区党员、志愿者共计60余名成员组成。要求队员上岗时统一佩戴环境秩序劝导队员袖标，工作中做到文明劝导，耐心说服，避免发生冲突。</span></span></p><p><span style=""line-height:22.5pt""><span style=""font-size:15pt""><span style=""font-family:仿宋"">&nbsp; &nbsp;文明劝导队的工作活动得到了广大居民群众的一致认可，有些原来对社区有意见的居民群众也能主动地向劝导队人员反映他们的心声，并提出了他们对社区内存在的问题，看法、意见或建议。劝导队与居民群众的关系，与各有关部门的关系，通过不断接触，沟通更加接近了，更加融洽了，劝导队对自己的定位是：一要以身作则，二要带头，三是以第三方的身份做好沟通、宣传、劝导工作。</span></span></span></p><p><span style=""font-size:15pt""><span style=""font-family:仿宋"">&nbsp; &nbsp; 我们的队员一致表示，一定要再接再厉把常态管理与长效管理有机地结合起来，使文明行为不断得到发扬光大。</span></span><span style=""font-size:15.0pt""><span style=""font-family:仿宋"">将劝导队作为社区一支固定的志愿服务队伍在社区建设中发挥作用，随时劝说居民遵纪守法、维护环境、邻里互助。</span></span></p><p><br></p>","","0.0","0","0","","","0","0","0","0","40","40","1529480719","0","1","0","0","0","0","0","[{""money_id"":""0"",""money_from"":""7"",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635052","义诊志愿服务活动","16048554","","1514736000","1546185600","1514736000","1546185600","0","","","1","","1","","8997","9656","9671","9676","邯郸县丛台北路","114.540461","36.626691","ww92q7tvfnjf","全天候志愿服务","其他","儿童,其他","每天在医院内组织医院职工开展文明引导、敬老助残、秩序维护等便民服务，设立20人的志愿队伍，全天候，轮流上岗开展志愿服务。","","60.0","0","1","","","0","0","0","0","10","0","1529480731","0","3","0","20","0","0","0","[{""money_id"":""1"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635053","邻里互助","52494223","","1529510400","1529510400","1529510400","1529510400","0","","","1","","1","","7209","7260","7269","0","辖区各村","113.66356599141","23.055575070662","ws0g4mpk3n9wmuruz0n1","2018-6-21上午8:00-12:00下午3:00-6:00","志愿者服装","特困群体","&nbsp;龙山街道志愿者到贫困户家中进行邻里互助活动。","","420.0","0","0","","","0","0","0","0","20","10","1529480745","0","21","0","40","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635054","学雷锋，齐心协力共创城","91069285","","1489075200","1489852800","1489075200","1489852800","0","","","1","","1","","6278","6312","6315","0","通化县包保区","125.85733217991","41.729156130979","wz3mruw9bqsb26m4rcnm","    2018年3月15日上午9：00——11：00实验小学路段","提供饮水","儿童,青少年,特困群体","&nbsp; &nbsp;雷锋精神是我们中华民族宝贵的精神财富，四十多年来他激励着一代又一代的青少年健康成长，促进了社会文明的进步，在 2017年3月15日学雷锋志愿服务活动中，装备办全体同志以文明行为劝导志愿组、共享单车志愿组、清洁城市志愿组、爱绿护绿志愿组以及走访慰问志愿组共5个小组。 &nbsp; 用文明行为劝导志愿组主要是在学校周边劝阻过路行人乱穿马路、闯红灯、乱倒乱扔、乱贴乱画以及无绳遛狗等不文明行为，宣传文明礼仪知识，引导居民群众树立良好的环境卫生和责任意识，齐心协力共创城做出自己的一份微薄之力。","","8.0","0","2","91069285","","0","0","0","0","20","10","1529542192","0","8","0","4","0","0","0","[{""money_id"":""1"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635055","古槐镇雁塘村&quot;精准扶贫”","31939974","","1529424000","1532275200","1529424000","1529683200","1","","","1","","1","","6846","6847","6860","17628","古槐镇雁塘村","119.55687226395","25.898888485198","wst52ddxvn9re4142s64","2018年6月21日下午13:00","志愿者服装","残障人士,特困群体","慰问长乐区古槐镇雁塘村两名残障人士，均是无子女照顾，送慰问品","","16.0","0","2","31939974","","0","0","0","0","21","10","1529480758","0","18","0","4","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635056","义诊志愿服务活动","16048554","","1514736000","1546185600","1514736000","1546185600","0","","","1","","1","","8997","9656","9671","9676","邯郸县丛台北路","114.540461","36.626691","ww92q7tvfnjf","全天候志愿服务","其他","儿童,其他","每天在医院内组织医院职工开展文明引导、敬老助残、秩序维护等便民服务，设立20人的志愿队伍，全天候，轮流上岗开展志愿服务。","","60.0","0","1","","","0","0","0","0","21","0","1529480777","0","3","0","20","0","0","0","[{""money_id"":""1"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635057","敬老院关爱老人","12873268","","1529337600","1529424000","1529337600","1529424000","0","","","1","","1","","6846","6912","6922","18356","建阳市","117.968821","27.253946","wsggh3qm8zb2","2018年6月20日建阳区书坊乡敬老院","提供饮水,专项培训","孤寡老人","尊老爱幼乃中国传统美德，我们将于2018年6月20日到建阳区书坊乡敬老院关爱老年人。","","160.0","0","0","","","0","0","0","0","21","0","1529480784","0","18","0","20","0","0","100","[{""money_id"":""0"",""money_from"":""2"",""money_sum"":""100""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635058","石佛店镇志愿者开展禁毒宣传月宣传活动","89780239","","1529942400","1529942400","1529942400","1529942400","0","","","1","","1","","7209","7351","7358","0","石佛店镇","115.80728582247","32.078424165584","wtdq7r8q37ej9xfvepjj","2018年6月26日  上午8:00-12:00下午3:00-6:00","提供饮水,专项培训","其他","针对6.26禁毒宣传月来临之际，为了进一步深化群众的认知性和提高广大职工群众参与禁毒的意识和禁毒斗争的积极性，志愿者们入户宣传禁毒工作。","","8400.0","0","2","89780239","","0","0","0","0","21","0","1529480785","0","21","0","1200","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635061","社区劝导队","3473455","","1527782400","1546185600","1527782400","1530288000","0","","","0","","0","","2","916","1037","11821","北京市丰台区大瓦窑北路2号院","116.2567150175","39.873495618278","wx4dv6xxcy3dpyhec7h0","每月不定时的为辖区居民服务。","志愿服务工具","其他","<p><span style=""font-size:15.0pt""><span style=""font-family:仿宋"">&nbsp; &nbsp; 为维护好社区居民的生活环境，确保社区环境秩序工作治理的良好，由社区党委，居委会，服务站结合社区实际情况成立了社区劝导队，对本社区不文明行为开展劝导活动，取得了较好的成效。我社区对文明劝导活动进行了细致的部署，成立了由社区党委书记、社区居委会主任为社区劝导队队长。劝导队由社区干部、社区协管员、社区党员、志愿者共计60余名成员组成。要求队员上岗时统一佩戴环境秩序劝导队员袖标，工作中做到文明劝导，耐心说服，避免发生冲突。</span></span></p><p><span style=""line-height:22.5pt""><span style=""font-size:15pt""><span style=""font-family:仿宋"">&nbsp; &nbsp;文明劝导队的工作活动得到了广大居民群众的一致认可，有些原来对社区有意见的居民群众也能主动地向劝导队人员反映他们的心声，并提出了他们对社区内存在的问题，看法、意见或建议。劝导队与居民群众的关系，与各有关部门的关系，通过不断接触，沟通更加接近了，更加融洽了，劝导队对自己的定位是：一要以身作则，二要带头，三是以第三方的身份做好沟通、宣传、劝导工作。</span></span></span></p><p><span style=""font-size:15pt""><span style=""font-family:仿宋"">&nbsp; &nbsp; 我们的队员一致表示，一定要再接再厉把常态管理与长效管理有机地结合起来，使文明行为不断得到发扬光大。</span></span><span style=""font-size:15.0pt""><span style=""font-family:仿宋"">将劝导队作为社区一支固定的志愿服务队伍在社区建设中发挥作用，随时劝说居民遵纪守法、维护环境、邻里互助。</span></span></p><p><br></p>","","332.0","0","0","","","0","0","0","0","10","0","1529548698","0","1","0","24","0","0","0","[{""money_id"":""1"",""money_from"":""7"",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635062","制作绿豆糕","45464019","","1528214400","1528819200","1528214400","1528819200","0","","","1","","1","","7385","7386","7387","0","江岸区","114.374267","30.691951","wt3qdekc9d6g","2018年6月13日 上午","其他","其他","端午佳节，粽叶飘香，为进一步引导社区居民了解和感受中华传统节日文化，丰富社区居民的文化生活，提高社区居民的文化素养，社区组织发动广大志愿者积极投身社区治理工作，传承传统文化，促进社会和谐，关爱老人和困难群体，谌家矶街道天兴花园社区在中国传统节日端午节来临之际，志愿者积极行动，制作绿豆糕，庆祝端午佳节。<br>","","450.0","0","0","","","0","0","0","0","21","0","1529480908","0","22","0","50","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635063","清明节文明祭祀","5656337","http://s.zhiyuanyun.com/www.lpszyz.cn/opp/201806/20/5b2a04ee7d940.png","1522684800","1531152000","1522944000","1531065600","0","","","1","","0","","8151","8163","8164","8167","钟山区S212(汪水路)","104.862579","26.614155","wkdx6hywenn4","2018-4-4","提供饮水","其他","垭口居委志愿者清明节期间文明祭祀值守工作","","480.0","0","1","","","0","0","0","0","21","0","1529480910","0","6","0","30","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635064","楼层值班志愿者","89686999","","1529337600","1531324800","1529337600","1531324800","0","","","1","","1","","6846","6887","6890","17920","洛江区实验小学","118.68318948975","24.951520906456","wskmuwq3nu87b48e7x4b","每天都有教师在楼层关注孩子下课安全","其他","儿童","每天的志愿项目","","45.0","0","2","89686999","","0","0","0","0","20","10","1529480911","0","18","0","15","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635067","港口度假区2018端午节维护旅游安全秩序志愿服务活动（补录）","9016108","","1529337600","1529683200","1529337600","1529424000","0","","","0","","0","","7639","7723","7727","0","惠东县港口度假区","114.95551769006","23.049117499162","ws1epguncdytqr1s2erk","2018年6月16至6月18日早上9:00-12：00下午14:00-19:00","餐饮或食物,提供饮水,志愿者服装","其他","<p align=""left"" style=""text-align:left""><span style=""font-size:12.0pt""><span style=""font-family:宋体"">随着端午节期间旅游旺季的到来，大量的游客驾驶汽车到我区旅游，给我区IDE交通带来剧毒压力，为进一步规范我区交通秩序，保障游客安全，决定组织实施全区旅游安全秩序志愿服务活动<br></span></span><br></p><p style=""text-align:center;""><a data-cke-saved-href=""http://s.zhiyuanyun.com/huizhou.zhiyuanyun.com/cms/201806/20/5b2a04b7e8b6c.jpg"" href=""http://s.zhiyuanyun.com/huizhou.zhiyuanyun.com/cms/201806/20/5b2a04b7e8b6c.jpg"" target=""_blank"" title=""端午节假期 (5)""><img data-cke-saved-src=""http://s.zhiyuanyun.com/huizhou.zhiyuanyun.com/cms/201806/20/5b2a04b7e8b6c.jpg"" src=""http://s.zhiyuanyun.com/huizhou.zhiyuanyun.com/cms/201806/20/5b2a04b7e8b6c.jpg"" alt=""端午节假期 (5)""></a></p><p style=""text-align:center;""><br></p><span style=""font-size:12.0pt""><span style=""font-family:宋体""></span></span>","","96.0","0","2","9016108","","0","0","0","0","20","10","1529480958","0","24","0","4","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635068","&quot;传递书香 共建文明&quot;志愿服务活动","23058621","","1529424000","1532016000","1529424000","1531152000","0","","","0","","0","","7053","7191","7198","35417","长山镇甘中村","117.85610650864","36.913236641976","wwecczu5nq43x6h4t9wr","2018年7月6日上午8:30-12:00","其他","其他","为长山镇甘中村村民捐赠图书，提升村民的文化水平，帮助该村推进精神文明建设，促进城乡文明结对共建工作开展和城乡协调发展。","","315.0","0","2","23058621","","0","0","0","0","21","0","1530865941","0","20","0","90","0","0","0","[{""money_id"":""1"",""money_from"":""7"",""money_sum"":""0""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635071","参与消防安全培训","35299688","http://s.zhiyuanyun.com/xm.fjvs.org/opp/201806/20/5b2a04a7f0373.jpg","1529424000","1529856000","1529424000","1529856000","0","","","1","","0","","6846","6861","6866","0","同安区","118.11468496447","24.781704734783","ws7uzz27zssdctj796bd","2018年6月24日下午15:00-17:00","提供饮水,专项培训","其他","参与消防安全培训<br>","","0.0","0","1","","","0","0","0","0","20","10","1529481033","0","18","1","2","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635072","组织志愿者到路面开展卫生清扫活动","92363292","","1526313600","1527004800","1526313600","1526918400","0","","","0","","0","","6724","6796","6797","0","滁州市清流至琅琊路段","118.33756892154","32.338458080903","wtspuz4c1jwbkp1h6fwv","2018年5月23日","志愿者服装,志愿服务工具","其他","组织志愿者到路面开展卫生清扫活动，进行文明宣传。","","300.0","0","5","","","0","0","0","0","21","0","1529481040","0","17","0","100","0","0","400","[{""money_id"":""0"",""money_from"":""7"",""money_sum"":""400""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635073","大门口值班","89686999","","1529337600","1531929600","1529337600","1531929600","0","","","1","","1","","6846","6887","6890","17920","洛江区实验小学","118.68318948975","24.951520906456","wskmuwq3nu87b48e7x4b","每天上学和放学时间都有老师在校门口值班","其他","儿童","每天上学和放学时间都有老师在校门口值班<br>","","37.5","0","2","89686999","","0","0","0","0","20","10","1529481042","0","18","0","15","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635074","大武口区青山街道胜利社区开展爱心睦邻金乡邻情浓端午粽飘香活动","89633034","","1529424000","1530288000","1529424000","1530288000","0","","","1","","1","","8855","8863","8864","0","胜利社区","114.49303272898","36.601190197616","ww92jr533h2uj29515w3","2018年6月25号上午8：00-12:00下午14:30-18:30","志愿者服装,志愿服务工具","其他","<p><span style=""font-size:16.0000pt""><span style=""font-family:仿宋_GB2312""><font face=""仿宋_GB2312"">为表达对残疾人的关心和爱护</font></span></span></p>","","160.0","0","0","","","0","0","0","0","20","10","1529481052","0","32","0","34","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635075","学雷锋志愿服务活动","49236440","","1525104000","1530288000","1525104000","1530288000","0","","","1","","0","","7209","7233","7242","0","栾川县君山中路60号","111.626545","33.786014","wqp2hnecz12x","5月1日到5月3日，五一劳动节期间，深入景区指挥交通，在咨询点为游客指引和发放旅游手册等","餐饮或食物,志愿者服装,志愿服务工具","其他","5月1日到5月3日，五一劳动节期间，深入景区指挥交通，在咨询点为游客指引和发放旅游手册等","","0.0","0","0","","","0","0","0","0","20","10","1529481052","0","21","0","0","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635076","关爱老年人","45464019","","1528905600","1528992000","1528905600","1528992000","0","","","1","","1","","7385","7386","7387","0","江岸区","114.374195","30.692262","wt3qdekerum4","2018年6月15日上午","其他","孤寡老人","端午佳节，粽叶飘香，为进一步引导社区居民了解和感受中华传统节日文化，丰富社区居民的文化生活，提高社区居民的文化素养，传承传统文化，促进社会和谐，关爱老人和困难群体，谌家矶街道天兴花园社区在中国传统节日端午节来临之际，志愿者积极行动，制作绿豆糕，庆祝端午佳节。活动当天，志愿者带着做好的绿豆糕上门慰问社区的高龄老人，和困难群体。<br>","","108.0","0","0","","","0","0","0","0","21","0","1529481062","0","22","0","100","0","0","0","[{""money_id"":""0"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635077","交通协管","9016799","","1529424000","1530547200","1529424000","1530115200","0","","","1","","1","","7639","7723","7726","0","石坝镇","106.65131105526","29.9390055085","wm7f6fjp7ejkmgk0fj6","2018年6月29上午10：00-12：00下午16：00-18：00","提供饮水,志愿者服装","儿童,青少年","2018年6月25上午10：00-12：00下午16：00-18：00 到石坝镇开展交通协管活动","","160.0","0","0","","","0","0","0","0","20","10","1530258995","0","24","0","40","0","0","0","[{""money_id"":""1"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635078","走进康井社区创文创卫志愿服务","52959628","","1529424000","1529424000","1529424000","1529424000","0","","","1","","1","","8356","8382","8383","0","红塔区康井社区","102.55827244449","24.418135142374","wk2fvv0tuyq9u6nc4hs5","2018年6月20日","志愿者服装,志愿服务工具","儿童,青少年,其他","2018年6月20日上午，我园组织党员及教职工开展常态化的走进康井社区志愿服务活动，老师们统一佩戴志愿者红袖套，手里拿着扫帚、小夹子等清扫工具认真的投入到此次的创卫行动中。大家沿着康井社区各条道路、卫生垃圾死角、绿化带垃圾等进行了集中清扫。劳动现场，热火朝天，大家充分发挥不怕脏、不怕累的精神，不落下任何一个角落，不放过一张纸屑、一个烟头。经过两个小时的共同努力，终于将康井区打扫的干干净净，给社区居民营造一个整洁、优美、卫生、文明的卫生环境，用实际行动为创卫工作做出贡献，同时也对社区的居民进行了无声的宣传，加强了居民的卫生保护意识。 打扫完卫生，老师们还进行了文明劝导，对行人闯红灯的行为予以劝导，制止。<p style=""text-align:center;""><a data-cke-saved-href=""http://s.zhiyuanyun.com/yn.chinavolunteer.cn/cms/201806/20/5b2a058626db6.JPG"" href=""http://s.zhiyuanyun.com/yn.chinavolunteer.cn/cms/201806/20/5b2a058626db6.JPG"" target=""_blank"" title=""IMG_2380""><img data-cke-saved-src=""http://s.zhiyuanyun.com/yn.chinavolunteer.cn/cms/201806/20/5b2a058626db6.JPG"" src=""http://s.zhiyuanyun.com/yn.chinavolunteer.cn/cms/201806/20/5b2a058626db6.JPG"" alt=""IMG_2380""></a></p><p style=""text-align:center;"">IMG_2380</p>","","38.0","0","5","","","0","0","0","0","20","10","1529913299","0","28","0","38","0","0","0","[{""money_id"":""1"",""money_from"":"""",""money_sum"":""""}]","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
